capitalExpenditures,cashChange,cashFlow,cashFlowFinancing,changesInInventories,changesInReceivables,currency,depreciation,dividendsPaid,exchangeRateEffect,filingType,fiscalDate,fiscalQuarter,fiscalYear,investingActivityOther,investments,netBorrowings,netIncome,otherFinancingCashFlows,reportDate,symbol,totalInvestingCashFlows
-37363000,4593872000,-164103000,-7985000,97316000,1249790000,USD,294363000,,,10-Q,2020-09-30,3,2020,,,6575555000,-532979000,,2020-11-03,MGM,-69561000
-67098000,4835505000,-662565000,-496930000,106791000,1204572000,USD,299206000,,,10-Q,2020-06-30,2,2020,,,6280156000,-825095000,,2020-08-03,MGM,-21566000
-73110000,6016417000,-422937000,1744753000,106327000,1234285000,USD,318290000,,,10-Q,2020-03-31,1,2020,,,5486031000,814939000,,2020-05-01,MGM,2362681000
-739006000,2329604000,1810401000,-4529594000,102888000,1374884000,USD,1304649000,,,10-K,2019-12-31,4,2019,,,8666958000,2014888000,,2020-02-27,MGM,3519434000
0,1233569000,0,0,104206000,1309222000,USD,0,,,10-Q,2019-09-30,3,2019,,,13476556000,-40237000,,2019-11-05,MGM,0
0,1160591000,0,0,106707000,583766000,USD,0,,,10-Q,2019-06-30,2,2019,,,13312134000,44362000,,2019-08-08,MGM,0
0,1223404000,0,0,111302000,621138000,USD,0,,,10-Q,2019-03-31,1,2019,,,13258682000,27420000,,2019-05-07,MGM,0
-1486843000,1526762000,1722539000,389234000,110831000,685637000,USD,1178044000,,,10-K,2018-12-31,4,2018,,,13401106000,-29680000,,2019-02-27,MGM,-2083021000
0,1302677000,0,0,104438000,566198000,USD,0,,,10-Q,2018-09-30,3,2018,,,13126584000,138680000,,2018-11-07,MGM,0
0,1272872000,0,0,109130000,520474000,USD,0,,,10-Q,2018-06-30,2,2018,,,12059829000,117765000,,2018-08-03,MGM,0
0,1525402000,0,0,107309000,547244000,USD,0,,,10-Q,2018-03-31,1,2018,,,11544309000,218681000,,2018-05-07,MGM,0
-1864082000,1499995000,2206411000,-568778000,102292000,583096000,USD,993480000,,,10-K,2017-12-31,4,2017,,,11219855000,1375434000,,2018-03-01,MGM,-1580592000
0,1986688000,0,0,101242000,515423000,USD,0,,,10-Q,2017-09-30,3,2017,,,11315431000,149087000,,2017-11-09,MGM,0
0,1757062000,0,0,103119000,476488000,USD,0,,,10-Q,2017-06-30,2,2017,,,11292334000,210583000,,2017-08-08,MGM,0
0,1395444000,0,0,100502000,493765000,USD,0,,,10-Q,2017-03-31,1,2017,,,11520739000,206819000,,2017-05-09,MGM,0
-2262473000,1446581000,1533972000,519422000,97733000,542924000,USD,849527000,,,10-K,2016-12-31,4,2016,,,11398665000,24641000,,2017-03-01,MGM,-2276204000
0,1446158000,0,0,97400000,492904000,USD,0,,,10-Q,2016-09-30,3,2016,,,11162376000,535619000,,2016-11-09,MGM,0
0,2503255000,0,0,97800000,455097000,USD,0,,,10-Q,2016-06-30,2,2016,,,9724030000,474353000,,2016-08-08,MGM,0
0,1664905000,0,0,97584000,461899000,USD,0,,,10-Q,2016-03-31,1,2016,,,11087120000,66799000,,2016-05-06,MGM,0
-1466819000,1670312000,1005079000,-257879000,104200000,496552000,USD,819883000,,,10-K,2015-12-31,4,2015,,,10888756000,-781454000,,2016-02-29,MGM,-795058000
0,1807795000,0,0,100533000,486896000,USD,0,,,10-Q,2015-09-30,3,2015,,,10826192000,66425000,,2015-11-06,MGM,0
0,2542545000,0,0,106914000,480907000,USD,0,,,10-Q,2015-06-30,2,2015,,,10691037000,97459000,,2015-08-07,MGM,0
0,2195535000,0,0,103286000,469476000,USD,0,,,10-Q,2015-03-31,1,2015,,,12167965000,169850000,,2015-05-08,MGM,0
-872041000,2283715000,1130670000,308077000,104011000,488020000,USD,815765000,,,10-K,2014-12-31,4,2014,,,11747073000,-343307000,,2015-03-02,MGM,-1524150000
0,1313427000,0,0,99274000,433853000,USD,0,,,10-Q,2014-09-30,3,2014,,,11457267000,-20270000,,2014-11-07,MGM,0
0,1365137000,0,0,102524000,473922000,USD,0,,,10-Q,2014-06-30,2,2014,,,11333845000,105544000,,2014-08-11,MGM,0
0,1114736000,0,0,101553000,492535000,USD,0,,,10-Q,2014-03-31,1,2014,,,11554186000,108160000,,2014-05-08,MGM,0
-562124000,1803669000,1310448000,-489708000,107907000,488217000,USD,849225000,,,10-K,2013-12-31,4,2013,,,11404904000,-38335000,,2014-03-03,MGM,-560137000
0,1375403000,0,0,98330000,411077000,USD,0,,,10-Q,2013-09-30,3,2013,,,11386306000,-31859000,,2013-11-07,MGM,0
0,1278673000,0,0,101110000,440326000,USD,0,,,10-Q,2013-06-30,2,2013,,,11584673000,-92958000,,2013-08-08,MGM,0
0,1480637000,0,0,105047000,475581000,USD,0,,,10-Q,2013-03-31,1,2013,,,11951278000,6546000,,2013-05-08,MGM,0
-422763000,1543509000,909351000,-786959000,107577000,443677000,USD,927697000,,,10-K,2012-12-31,4,2012,,,11812876000,-1223827000,,2013-03-01,MGM,-446417000
0,2443159000,0,0,107772000,412390000,USD,0,,,10-Q,2012-09-30,3,2012,,,11138627000,-181159000,,2012-11-09,MGM,0
0,1731921000,0,0,113316000,478588000,USD,0,,,10-Q,2012-06-30,2,2012,,,11403614000,-145452000,,2012-08-09,MGM,0
0,1634892000,0,0,110674000,477484000,USD,0,,,10-Q,2012-03-31,1,2012,,,11454369000,-217253000,,2012-05-08,MGM,0
-4497000000,-1780000000,16810000000,-13715000000,213000000,73000000,USD,6926000000,,,10-K,2022-12-31,0,2022,,,17289000000,12421000000,,2023-02-27,OXY,-4872000000
-2870000000,756000000,10434000000,-8572000000,-52000000,2093000000,USD,8447000000,,,10-K,2021-12-31,0,2021,,,25556000000,1512000000,,2022-02-24,OXY,-1253000000
-2535000000,-1024000000,3955000000,-4516000000,451000000,-4258000000,USD,8097000000,,,10-K,2020-12-31,0,2020,,,32982000000,-15675000000,,2021-02-26,OXY,-819000000
-6355000000,-1000000,7375000000,22193000000,187000000,1480000000,USD,5981000000,,,10-K,2019-12-31,0,2019,,,34233000000,-985000000,,2020-02-28,OXY,-29027000000
-4975000000,1361000000,7669000000,-3102000000,14000000,748000000,USD,3977000000,,,10-K,2018-12-31,0,2018,,,6538000000,4114000000,,2019-02-21,OXY,-3206000000
-3599000000,-561000000,4996000000,-2343000000,380000000,156000000,USD,4002000000,,,10-K,2017-12-31,0,2017,,,7423000000,1305000000,,2018-02-23,OXY,-3214000000
-2717000000,-968000000,3383000000,391000000,-120000000,1019000000,USD,4268000000,,,10-K,2016-12-31,0,2016,,,6246000000,-574000000,,2017-02-23,OXY,-4742000000
-5272000000,-588000000,3351000000,1484000000,-66000000,-1236000000,USD,4544000000,,,10-K,2015-12-31,0,2015,,,4221000000,-7829000000,,2016-02-26,OXY,-5423000000
-8930000000,396000000,11068000000,-2202000000,-148000000,-1468000000,USD,4261000000,,,10-K,2014-12-31,0,2014,,,2242000000,616000000,,2015-02-23,OXY,-8470000000
-9037000000,1801000000,12927000000,-2933000000,-144000000,758000000,USD,5347000000,,,10-K,2013-12-31,0,2013,,,2490000000,5890000000,,2014-03-03,OXY,-8193000000
-10226000000,-2189000000,11312000000,-846000000,275000000,-479000000,USD,4511000000,,,10-K,2012-12-31,0,2012,,,4391000000,4590000000,,2013-02-26,OXY,-12655000000
-7518000000,1203000000,12281000000,-1175000000,28000000,363000000,USD,3591000000,,,10-K,2011-12-31,0,2011,,,793000000,6760000000,,2012-02-23,OXY,-9903000000
-3940000000,1348000000,9349000000,1083000000,-40000000,890000000,USD,3153000000,,,10-K,2010-12-31,0,2010,,,986000000,4524000000,,2011-02-24,OXY,-9078000000
-5363000000,-547000000,5813000000,-1033000000,123000000,1025000000,USD,3117000000,,,10-K,2009-12-31,0,2009,,,-67000000,2911000000,,2010-02-25,OXY,-5327000000
0,-187000000,10652000000,-1382000000,48000000,-1856000000,USD,2710000000,,,10-K,2008-12-31,0,2008,,,-350000000,6857000000,,2009-02-24,OXY,-9457000000
0,385000000,6798000000,-3045000000,85000000,2148000000,USD,2379000000,,,10-K,2007-12-31,0,2007,,,-924000000,5400000000,,2008-02-22,OXY,-3128000000
0,-862000000,6353000000,-2819000000,90000000,254000000,USD,2042000000,,,10-K,2006-12-31,0,2006,,,456000000,4182000000,,2007-02-27,OXY,-4383000000
0,992000000,5337000000,-1186000000,190000000,689000000,USD,1485000000,,,10-K,2005-12-31,0,2005,,,-349000000,5281000000,,2006-03-01,OXY,-3161000000
0,766000000,3878000000,-824000000,35000000,1058000000,USD,1303000000,,,10-K,2004-12-31,0,2004,,,1836000000,2568000000,,2005-03-01,OXY,-2288000000
0,537000000,3074000000,-516000000,19000000,66000000,USD,1177000000,,,10K,2003-12-31,0,2003,,,3329000000,1527000000,,2004-03-01,OXY,-2021000000
0,-53000000,2100000000,-456000000,47000000,398000000,USD,1012000000,,,10K,2002-12-31,0,2002,,,4034000000,989000000,,2003-03-04,OXY,-1696000000
0,102000000,2652000000,-1814000000,-41000000,-449000000,USD,971000000,,,10K,2001-12-31,0,2001,,,3903000000,1154000000,,2002-03-13,OXY,-736000000
0,-117000000,2401000000,579000000,-18000000,250000000,USD,901000000,,,10K,2000-12-31,0,2000,,,5145000000,1571000000,,2001-03-09,OXY,-3097000000
0,118000000,1044000000,-2517000000,3000000,127000000,USD,805000000,,,10K,1999-12-31,0,1999,,,4262000000,441800000,,2000-03-15,OXY,1591000000
0,96000000,80000000,1119000000,500000000,432000000,USD,835000000,,,10K,1998-12-31,0,1998,,,4934000000,346484000,,1999-03-12,OXY,-1216000000
-1461000000,1165000000,2870000000,-1080000000,2311000000,3272000000,USD,1721000000,,,10-Q,2023-03-31,1,2023,,,17225000000,977000000,,2023-05-09,OXY,-1598000000
-1520000000,984000000,3975000000,-2330000000,2059000000,4281000000,USD,1819000000,,,10-K,2022-12-31,4,2022,,,17289000000,1724000000,,2023-02-27,OXY,-1898000000
-1147000000,1233000000,4267000000,-3370000000,1937000000,4046000000,USD,1736000000,,,10-Q,2022-09-30,3,2022,,,18258000000,2528000000,,2022-11-08,OXY,-1019000000
-972000000,1362000000,5329000000,-4586000000,1564000000,6350000000,USD,1728000000,,,10-Q,2022-06-30,2,2022,,,19708000000,3527000000,,2022-08-02,OXY,-1293000000
-858000000,1909000000,3239000000,-3429000000,1406000000,5434000000,USD,1643000000,,,10-Q,2022-03-31,1,2022,,,23154000000,4642000000,,2022-05-10,OXY,-662000000
-937000000,2764000000,3092000000,-2532000000,1846000000,4208000000,USD,1966000000,,,10-K,2021-12-31,4,2021,,,25556000000,1332000000,,2022-02-24,OXY,-51000000
-656000000,2059000000,3118000000,-5424000000,1773000000,3477000000,USD,1916000000,,,10-Q,2021-09-30,3,2021,,,28364000000,623000000,,2021-11-04,OXY,-166000000
-698000000,4569000000,3314000000,-262000000,1837000000,3288000000,USD,2371000000,,,10-Q,2021-06-30,2,2021,,,30238000000,-97000000,,2021-08-03,OXY,-754000000
-579000000,2270000000,910000000,-354000000,2173000000,3046000000,USD,2194000000,,,10-Q,2021-03-31,1,2021,,,32602000000,-346000000,,2021-05-10,OXY,-282000000
-614000000,2008000000,1404000000,-2863000000,1898000000,2115000000,USD,1754000000,,,10-K,2020-12-31,4,2020,,,32982000000,-1312000000,,2021-02-26,OXY,1579000000
-246000000,1896000000,852000000,301000000,1660000000,2083000000,USD,1915000000,,,10-Q,2020-09-30,3,2020,,,35116000000,-3778000000,,2020-11-09,OXY,-292000000
-382000000,1011000000,360000000,-935000000,1477000000,2359000000,USD,2186000000,,,10-Q,2020-06-30,2,2020,,,35429000000,-8353000000,,2020-08-10,OXY,-576000000
-1293000000,2021000000,1339000000,-1019000000,1436000000,2458000000,USD,2242000000,,,10-Q,2020-03-31,1,2020,,,34281000000,-2232000000,,2020-05-06,OXY,-1530000000
-6355000000,3032000000,7375000000,22193000000,1447000000,6373000000,USD,5981000000,,,10-K,2019-12-31,4,2019,,,34233000000,-1333000000,,2020-02-28,OXY,-29027000000
0,4840000000,0,0,1601000000,5854000000,USD,0,,,10-Q,2019-09-30,3,2019,,,41024000000,-912000000,,2019-11-04,OXY,0
0,1751000000,0,0,1582000000,5273000000,USD,0,,,10-Q,2019-06-30,2,2019,,,7701000000,632000000,,2019-07-31,OXY,0
0,1752000000,0,0,1484000000,5310000000,USD,0,,,10-Q,2019-03-31,1,2019,,,7843000000,628000000,,2019-05-06,OXY,0
-4975000000,3033000000,7669000000,-3102000000,1260000000,4893000000,USD,3977000000,,,10-K,2018-12-31,4,2018,,,6538000000,702000000,,2019-02-21,OXY,-3206000000
0,2954000000,0,0,1009000000,6000000000,USD,0,,,10-Q,2018-09-30,3,2018,,,6211000000,1861000000,,2018-11-05,OXY,0
0,1362000000,0,0,1347000000,5521000000,USD,0,,,10-Q,2018-06-30,2,2018,,,7854000000,843000000,,2018-08-08,OXY,0
0,1606000000,0,0,1057000000,5184000000,USD,0,,,10-Q,2018-03-31,1,2018,,,7991000000,708000000,,2018-05-08,OXY,0
-3599000000,1672000000,4996000000,-2343000000,1246000000,4145000000,USD,4002000000,,,10-K,2017-12-31,4,2017,,,7423000000,492000000,,2018-02-23,OXY,-3214000000
0,1806000000,0,0,1007000000,3749000000,USD,0,,,10-Q,2017-09-30,3,2017,,,7537000000,189000000,,2017-11-01,OXY,0
0,2218000000,0,0,920000000,3913000000,USD,0,,,10-Q,2017-06-30,2,2017,,,7140000000,507000000,,2017-08-02,OXY,0
0,1494000000,0,0,1005000000,4316000000,USD,0,,,10-Q,2017-03-31,1,2017,,,7067000000,117000000,,2017-05-04,OXY,0
-2717000000,2233000000,3383000000,391000000,866000000,3989000000,USD,4268000000,,,10-K,2016-12-31,4,2016,,,6246000000,-272000000,,2017-02-23,OXY,-4742000000
0,3180000000,0,0,927000000,3521000000,USD,0,,,10-Q,2016-09-30,3,2016,,,4070000000,-241000000,,2016-11-01,OXY,0
0,3751000000,0,0,906000000,3113000000,USD,0,,,10-Q,2016-06-30,2,2016,,,3378000000,-139000000,,2016-08-03,OXY,0
0,3176000000,0,0,997000000,2780000000,USD,0,,,10-Q,2016-03-31,1,2016,,,3148000000,78000000,,2016-05-05,OXY,0
-5272000000,3201000000,3351000000,1484000000,986000000,2970000000,USD,4544000000,,,10-K,2015-12-31,4,2015,,,4221000000,-5178000000,,2016-02-26,OXY,-5423000000
0,2547000000,0,0,1122000000,3507000000,USD,0,,,10-Q,2015-09-30,3,2015,,,4895000000,-2609000000,,2015-10-30,OXY,0
0,2756000000,0,0,1120000000,3973000000,USD,0,,,10-Q,2015-06-30,2,2015,,,4797000000,176000000,,2015-08-04,OXY,0
0,2153000000,0,0,1133000000,3068000000,USD,0,,,10-Q,2015-03-31,1,2015,,,3871000000,-218000000,,2015-05-06,OXY,0
-8930000000,3789000000,11068000000,-2202000000,1052000000,4206000000,USD,4261000000,,,10-K,2014-12-31,4,2014,,,2242000000,-3413000000,,2015-02-23,OXY,-8470000000
0,2897000000,0,0,1359000000,4960000000,USD,0,,,10-Q,2014-09-30,3,2014,,,4248000000,1208000000,,2014-10-31,OXY,0
0,2391000000,0,0,1323000000,5826000000,USD,0,,,10-Q,2014-06-30,2,2014,,,3198000000,1431000000,,2014-08-05,OXY,0
0,2332000000,0,0,1308000000,5233000000,USD,0,,,10-Q,2014-03-31,1,2014,,,3344000000,1390000000,,2014-05-05,OXY,0
-9037000000,3393000000,12927000000,-2933000000,1200000000,5674000000,USD,5347000000,,,10-K,2013-12-31,4,2013,,,2490000000,1630000000,,2014-03-03,OXY,-8193000000
0,3771000000,0,0,1328000000,5653000000,USD,0,,,10-Q,2013-09-30,3,2013,,,2604000000,1583000000,,2013-10-30,OXY,0
0,3069000000,0,0,1340000000,5221000000,USD,0,,,10-Q,2013-06-30,2,2013,,,3328000000,1322000000,,2013-08-05,OXY,0
0,2140000000,0,0,1306000000,4995000000,USD,0,,,10-Q,2013-03-31,1,2013,,,3771000000,1355000000,,2013-05-01,OXY,0
-10226000000,1592000000,11312000000,-846000000,1344000000,4916000000,USD,4511000000,,,10-K,2012-12-31,4,2012,,,4391000000,328000000,,2013-02-26,OXY,-12655000000
0,3760000000,0,0,1297000000,5354000000,USD,0,,,10-Q,2012-09-30,3,2012,,,2364000000,1375000000,,2012-11-02,OXY,0
0,4410000000,0,0,1499000000,4959000000,USD,0,,,10-Q,2012-06-30,2,2012,,,1945000000,1328000000,,2012-08-06,OXY,0
0,3760000000,0,0,1250000000,5712000000,USD,0,,,10-Q,2012-03-31,1,2012,,,848000000,1559000000,,2012-05-03,OXY,0
-378600000,132200000,687700000,-42000000,97900000,1875400000,USD,382800000,,,10-Q,2023-03-31,1,2023,,,11656800000,383900000,,2023-04-28,RSG,-653300000
-529200000,143400000,806600000,-18600000,96600000,1982900000,USD,372500000,,,10-K,2022-12-31,4,2022,,,11507900000,346800000,,2023-02-23,RSG,-722100000
-277500000,81400000,819900000,-435900000,101100000,1853000000,USD,376700000,,,10-Q,2022-09-30,3,2022,,,11390900000,416900000,,2022-10-28,RSG,-417000000
-313200000,119400000,857900000,2113400000,100200000,1805000000,USD,359900000,,,10-Q,2022-06-30,2,2022,,,11667900000,371900000,,2022-08-05,RSG,-2884500000
-334100000,39000000,705600000,-314700000,80500000,1473200000,USD,332100000,,,10-Q,2022-03-31,1,2022,,,9475600000,352000000,,2022-05-06,RSG,-399400000
-412100000,29000000,648900000,14300000,72200000,1508400000,USD,319800000,,,10-K,2021-12-31,4,2021,,,9424200000,313100000,,2022-02-11,RSG,-680500000
-295600000,40100000,655000000,8400000,68200000,1342400000,USD,322100000,,,10-Q,2021-09-30,3,2021,,,9106200000,350300000,,2021-10-29,RSG,-652500000
-277600000,34000000,821800000,-9600000,63900000,1299600000,USD,323700000,,,10-Q,2021-06-30,2,2021,,,8851700000,331100000,,2021-07-30,RSG,-788500000
-331000000,23200000,661000000,-342300000,61100000,1259200000,USD,302600000,,,10-Q,2021-03-31,1,2021,,,8640100000,295900000,,2021-05-06,RSG,-344600000
-305600000,38200000,562600000,-47700000,59100000,1328300000,USD,288000000,,,10-K,2020-12-31,4,2020,,,8799800000,235400000,,2021-02-23,RSG,-889900000
-234300000,406400000,575500000,-125900000,58800000,1199200000,USD,291400000,,,10-Q,2020-09-30,3,2020,,,8262500000,260000000,,2020-11-06,RSG,-311100000
-307900000,269700000,764000000,-470300000,58500000,1161200000,USD,289900000,,,10-Q,2020-06-30,2,2020,,,8308900000,225500000,,2020-08-07,RSG,-286400000
-346800000,281600000,569500000,31900000,57100000,1295500000,USD,289500000,,,10-Q,2020-03-31,1,2020,,,8575400000,246300000,,2020-05-06,RSG,-435400000
-1207100000,47100000,2352100000,-589000000,56800000,1402600000,USD,1122400000,,,10-K,2019-12-31,4,2019,,,8541900000,289300000,,2020-02-14,RSG,-1719000000
0,55600000,0,0,55300000,1250900000,USD,0,,,10-Q,2019-09-30,3,2019,,,8450900000,298300000,,2019-10-31,RSG,0
0,72500000,0,0,56200000,1265600000,USD,0,,,10-Q,2019-06-30,2,2019,,,8292900000,251500000,,2019-07-26,RSG,0
0,68000000,0,0,0,1073700000,USD,0,,,10-Q,2019-03-31,1,2019,,,8026200000,234200000,,2019-04-26,RSG,0
-1071800000,70500000,2242800000,-1059500000,53100000,1350500000,USD,1114100000,,,10-K,2018-12-31,4,2018,,,8176700000,300900000,,2019-02-08,RSG,-1229100000
0,81900000,0,0,55400000,1246500000,USD,0,,,10-Q,2018-09-30,3,2018,,,8057300000,263400000,,2018-10-26,RSG,0
0,61300000,0,0,52800000,1176300000,USD,0,,,10-Q,2018-06-30,2,2018,,,8117400000,234900000,,2018-07-27,RSG,0
0,62600000,0,0,52300000,1147700000,USD,0,,,10-Q,2018-03-31,1,2018,,,8052700000,237700000,,2018-05-03,RSG,0
-989800000,83300000,1910700000,-511800000,51200000,1217300000,USD,1116100000,,,10-K,2017-12-31,4,2017,,,8019100000,664500000,,2018-02-09,RSG,-1383400000
0,63900000,0,0,47800000,1193900000,USD,0,,,10-Q,2017-09-30,3,2017,,,7702700000,223200000,,2017-11-03,RSG,0
0,36000000,0,0,45400000,1137300000,USD,0,,,10-Q,2017-06-30,2,2017,,,7671000000,202900000,,2017-07-28,RSG,0
0,33200000,0,0,45000000,1077100000,USD,0,,,10-Q,2017-03-31,1,2017,,,7557800000,187800000,,2017-04-28,RSG,0
-927800000,67800000,1847800000,-851200000,44000000,1092700000,USD,1070200000,,,10-K,2016-12-31,4,2016,,,7511100000,189500000,,2017-02-17,RSG,-961200000
0,55000000,0,0,43700000,1109800000,USD,0,,,10-Q,2016-09-30,3,2016,,,7597200000,85600000,,2016-10-28,RSG,0
-3788000000,-11205000000,4699000000,826000000,-5067000000,-3163000000,USD,1895000000,,,10-K,2022-10-30,0,2022,,,4571000000,7131000000,,2022-12-15,DE,-8485000000
-2580000000,947000000,7726000000,-1078000000,1782000000,502000000,USD,2050000000,,,10-K,2021-10-31,0,2021,,,2121000000,5963000000,,2021-12-16,DE,-5750000000
-2656000000,3215000000,7483000000,-980000000,-976000000,-1209000000,USD,2118000000,,,10-K,2020-11-01,0,2020,,,4891000000,2751000000,,2020-12-17,DE,-3319000000
-3449000000,-54200000,3412000000,509000000,-173900000,1500000,USD,2019000000,,,10-K,2019-11-03,0,2019,,,8000000000,3253000000,,2019-12-19,DE,-3924000000
-2950100000,-5442900000,1820300000,876400000,2244800000,1600700000,USD,1927100000,,,10-K,2018-10-28,0,2018,,,7495700000,2367900000,,2018-12-17,DE,-8154400000
-2592300000,4985100000,2199800000,4286500000,563600000,1114500000,USD,1715500000,,,10-K,2017-10-29,0,2017,,,2162400000,2158600000,,2017-12-18,DE,-1644300000
-2955100000,160100000,3764300000,-2400500000,-476500000,-29300000,USD,1559800000,,,10-K,2016-10-31,0,2016,,,3251600000,1523300000,,2016-12-19,DE,-1177200000
-694000000,-277500000,3740300000,-2119100000,-392700000,-732500000,USD,1382400000,,,10-K,2015-10-31,0,2015,,,3868400000,1939300000,,2015-12-18,DE,-1058700000
-2659300000,-223900000,3525900000,-288300000,-725000000,-445300000,USD,1306500000,,,10-K,2014-10-31,0,2014,,,1149600000,3160700000,,2014-12-19,DE,-2881000000
-2375300000,-1042400000,3254300000,406500000,-235300000,-396300000,USD,1140300000,,,10-K,2013-10-31,0,2013,,,41800000,3536400000,,2013-12-16,DE,-4820700000
-2121000000,1603900000,1167700000,3880200000,799400000,976600000,USD,1004200000,,,10-K,2012-10-31,0,2012,,,1265400000,3063900000,,2012-12-17,DE,-4004100000
-1794500000,359200000,2326300000,139600000,1307600000,244500000,USD,914900000,,,10-K,2011-10-31,0,2011,,,-213700000,2798900000,,2011-12-19,DE,-2620700000
-1312800000,-861100000,2282200000,-1009700000,665700000,908800000,USD,914800000,,,10-K,2010-10-31,0,2010,,,852300000,1864300000,,2010-12-17,DE,-2109100000
-1308100000,2262100000,1984800000,470300000,-644500000,-424400000,USD,873300000,,,10-K,2009-10-31,0,2009,,,2305700000,873500000,,2009-12-17,DE,-57000000
-1608200000,-1357200000,1949000000,-648500000,704500000,263300000,USD,831000000,,,10-K,2008-10-31,0,2008,,,2745200000,2052800000,,2008-12-18,DE,-1426000000
-1022500000,350300000,2759400000,-281000000,380000000,172800000,USD,744400000,,,10-K,2007-10-31,0,2007,,,204600000,1821700000,,2007-12-20,DE,-1933300000
-766000000,-1020400000,973200000,-416800000,-177600000,-189200000,USD,691400000,,,10-K,2006-10-31,0,2006,,,37000000,1693400000,,2006-12-19,DE,-1148900000
