capitalExpenditures,cashChange,cashFlow,cashFlowFinancing,changesInInventories,changesInReceivables,currency,depreciation,dividendsPaid,exchangeRateEffect,filingType,fiscalDate,fiscalQuarter,fiscalYear,investingActivityOther,investments,netBorrowings,netIncome,otherFinancingCashFlows,reportDate,symbol,totalInvestingCashFlows
-3850000000,1880072000,8791000000,-3493000000,-45401000,789707000,USD,3651000000,,,10-K,2021-12-31,0,2021,,,-556000000,4664000000,,2022-02-24,EOG,-3419000000
-3464700000,1300956000,5007783000,-359025000,-137896000,-608030000,USD,3400353000,,,10-K,2020-12-31,0,2020,,,2128931000,-604572000,,2021-02-25,EOG,-3347506000
-6422526000,472338000,8163180000,-1513321000,-92062000,-189801000,USD,3749704000,,,10-K,2019-12-31,0,2019,,,2822724000,2734910000,,2020-02-27,EOG,-6177173000
-6076475000,721406000,7768608000,-839103000,375494000,632273000,USD,3435408000,,,10-K,2018-12-31,0,2018,,,4228355000,3419040000,,2019-02-26,EOG,-6170162000
-4124242000,-765667000,4265336000,-1035711000,133848000,482226000,USD,3409387000,,,10-K,2017-12-31,0,2017,,,5302679000,2582579000,,2018-02-27,EOG,-3987409000
-2582795000,881389000,2359063000,-242722000,-248918000,257311000,USD,3553417000,,,10-K,2016-12-31,0,2016,,,5179784000,-1096686000,,2017-02-27,EOG,-1252944000
-5013163000,-1368707000,3595165000,370921000,-107662000,-879618000,USD,3313644000,,,10-K,2015-12-31,0,2015,,,5786081000,-4524515000,,2016-02-25,EOG,-5320256000
-8246805000,769004000,8649155000,-327734000,143329000,187282000,USD,3997041000,,,10-K,2014-12-31,0,2014,,,3071059000,2915487000,,2015-02-18,EOG,-7513565000
-7060627000,441774000,7329414000,-573926000,-119919000,-22131000,USD,3600976000,,,10-K,2013-12-31,0,2013,,,4312730000,2197109000,,2014-02-24,EOG,-6314778000
-7355116000,260709000,5236777000,1139751000,92593000,207945000,USD,3169703000,,,10-K,2012-12-31,0,2012,,,5091265000,570279000,,2013-02-22,EOG,-6119263000
-6950812000,-173127000,4578410000,1008539000,174802000,309641000,USD,2516381000,,,10-K,2011-12-30,0,2011,,,3823658000,1091123000,,2012-02-24,EOG,-5754942000
-5581382000,103102000,2708602000,2303419000,154069000,359769000,USD,1941926000,,,10-K,2010-12-31,0,2010,,,4289142000,160654000,,2011-02-24,EOG,-4902774000
-3503009000,354440000,2922439000,834162000,73753000,58678000,USD,1549188000,,,10-K,2009-12-31,0,2009,,,2027608000,546627000,,2010-02-25,EOG,-3414551000
-5195471000,277080000,4633249000,645105000,85648000,-196292000,USD,1326875000,,,10-K,2008-12-31,0,2008,,,726267000,2436476000,,2009-02-25,EOG,-4966518000
0,-164024000,2893365000,393723000,-11269000,97595000,USD,1065545000,,,10-K,2007-12-31,0,2007,,,974856000,1083255000,,2008-02-28,EOG,-3455774000
0,-425556000,2578553000,-298882000,50376000,86238000,USD,817089000,,,10-K,2006-12-31,0,2006,,,345398000,1288890000,,2007-02-28,EOG,-2710373000
0,622831000,2369426000,-72310000,23178000,311233000,USD,654258000,,,10-K,2005-12-31,0,2005,,,271627000,1252144000,,2006-02-23,EOG,-1678108000
0,16537000,-1396908000,-43238000,18115000,147880000,USD,504403000,,,10-K,2004-12-31,0,2004,,,1004057000,613963000,,2005-02-25,EOG,-1396908000
0,-5405000,1320301000,-57196000,2994000,-7039000,USD,441843000,,,10-K,2003-12-31,0,2003,,,1069422000,419113000,,2004-03-11,EOG,-1268510000
0,7336000,668570000,211304000,57000,115509000,USD,398036000,,,10K,2002-12-31,0,2002,,,1079401000,76141000,,2003-03-13,EOG,-872538000
0,-17640000,1197427000,-127012000,2248000,-147955000,USD,392399000,,,10K,2001-12-31,0,2001,,,797043000,387622000,,2002-03-20,EOG,-1088055000
0,-4684000,967410000,-304933000,-2193000,194390000,USD,370026000,,,10K,2000-12-31,0,2000,,,823775000,385903000,,2001-03-23,EOG,-667161000
0,18533000,442132000,-60234000,-20765000,-45399000,USD,459877000,,,10K,1999-12-31,0,1999,,,956810000,568559000,,2000-03-08,EOG,-363365000
0,6303000,403606000,352987000,39581000,193588000,USD,315106000,,,10K,1998-12-31,0,1998,,,1129598000,56171000,,1999-03-18,EOG,-759620000
-8210000,172108000,477330000,-151740000,0,594421000,USD,0,,,10-Q,2023-03-31,1,2023,,,-17063453000,223610000,,2023-05-09,GL,-247770000
-8163000,92559000,371807000,-114656000,0,484887000,USD,0,,,10-K,2022-12-31,4,2022,,,-16390894000,211560000,,2023-02-23,GL,-252166000
-6139000,85586000,356997000,-170293000,0,475363000,USD,0,,,10-Q,2022-09-30,3,2022,,,-15810657000,186779000,,2022-11-08,GL,-282919000
-6646000,172257000,296257000,-122804000,0,478571000,USD,0,,,10-Q,2022-06-30,2,2022,,,-16928212000,177004000,,2022-08-05,GL,-132606000
-6981000,127628000,397133000,-84700000,0,487929000,USD,0,,,10-Q,2022-03-31,1,2022,,,-18919216000,164361000,,2022-05-06,GL,-275324000
-7514000,92163000,377658000,-95596000,0,487443000,USD,0,,,10-K,2021-12-31,4,2021,,,-20983160000,177953000,,2022-02-24,GL,-284116000
-7003000,96325000,357983000,-450513000,0,485475000,USD,0,,,10-Q,2021-09-30,3,2021,,,-20897668000,188871000,,2021-11-04,GL,46148000
-8198000,138072000,330209000,135823000,0,484392000,USD,0,,,10-Q,2021-06-30,2,2021,,,-20763503000,199618000,,2021-08-05,GL,-405717000
-15529000,81504000,371830000,-113317000,0,477596000,USD,0,,,10-Q,2021-03-31,1,2021,,,-19777439000,178517000,,2021-05-06,GL,-269685000
-12966000,94847000,397818000,-187061000,0,474180000,USD,0,,,10-K,2020-12-31,4,2020,,,-20778838000,204240000,,2021-02-25,GL,-189272000
-28790000,80101000,309314000,-309032000,0,458359000,USD,0,,,10-Q,2020-09-30,3,2020,,,-19927463000,188945000,,2020-11-05,GL,-31801000
0,114031000,425748000,253307000,0,445539000,USD,0,,,10-Q,2020-06-30,2,2020,,,-19353114000,173048000,,2020-08-06,GL,-648982000
0,90370000,343554000,-31271000,0,441740000,USD,0,,,10-Q,2020-03-31,1,2020,,,-17562029000,165540000,,2020-05-07,GL,-311675000
-42203000,75933000,1363874000,-590508000,0,441662000,USD,0,,,10-K,2019-12-31,4,2019,,,-18444674000,187061000,,2020-02-27,GL,-809311000
0,66675000,0,0,0,432236000,USD,0,,,10-Q,2019-09-30,3,2019,,,-18428278000,201818000,,2019-11-12,GL,0
0,89319000,0,0,0,425372000,USD,0,,,10-Q,2019-06-30,2,2019,,,-17494541000,186566000,,2019-08-08,GL,0
0,67342000,0,0,0,419610000,USD,0,,,10-Q,2019-03-31,1,2019,,,-16741903000,185345000,,2019-05-07,GL,0
-45092000,121026000,1276416000,-391520000,0,415157000,USD,0,,,10-K,2018-12-31,4,2018,,,-15696514000,164717000,,2019-03-01,GL,-896223000
0,77439000,0,0,0,406907000,USD,0,,,10-Q,2018-09-30,3,2018,,,-15870881000,178724000,,2018-11-07,GL,0
0,82230000,0,0,0,407676000,USD,0,,,10-Q,2018-06-30,2,2018,,,-15821564000,184425000,,2018-08-08,GL,0
0,88615000,0,0,0,396379000,USD,0,,,10-Q,2018-03-31,1,2018,,,-16161358000,173600000,,2018-05-07,GL,0
-20285000,118563000,1351385000,-453981000,0,391775000,USD,0,,,10-K,2017-12-31,4,2017,,,-16507669000,1027346000,,2018-02-27,GL,-926824000
0,88462000,0,0,0,389084000,USD,0,,,10-Q,2017-09-30,3,2017,,,-16110279000,153334000,,2017-11-07,GL,0
0,97652000,0,0,0,380028000,USD,0,,,10-Q,2017-06-30,2,2017,,,-15774549000,140273000,,2017-08-08,GL,0
0,61754000,0,0,0,370306000,USD,0,,,10-Q,2017-03-31,1,2017,,,-15334746000,133541000,,2017-05-08,GL,0
-25162000,76163000,1398708000,-319791000,0,384454000,USD,0,,,10-K,2016-12-31,4,2016,,,-14705236000,135448000,,2017-02-27,GL,-1062436000
0,104900000,0,0,0,361283000,USD,0,,,10-Q,2016-09-30,3,2016,,,-15283494000,151869000,,2016-11-04,GL,0
0,49678000,0,0,0,358686000,USD,0,,,10-Q,2016-06-30,2,2016,,,-14845107000,138429000,,2016-08-05,GL,0
0,12758000,0,0,0,349652000,USD,0,,,10-Q,2016-03-31,1,2016,,,-14060033000,124033000,,2016-05-06,GL,0
-36957000,61383000,1121882000,-525705000,0,344552000,USD,0,,,10-K,2015-12-31,4,2015,,,-13319743000,132956000,,2016-02-26,GL,-633350000
0,59485000,0,0,0,676155000,USD,0,,,10-Q,2015-09-30,3,2015,,,-13494313000,145386000,,2015-11-06,GL,0
0,62849000,0,0,0,834313000,USD,0,,,10-Q,2015-06-30,2,2015,,,-13262526000,127110000,,2015-08-07,GL,0
0,3086000,0,0,0,565965000,USD,0,,,10-Q,2015-03-31,1,2015,,,-14435079000,121648000,,2015-05-08,GL,0
-19367000,66019000,864708000,-499960000,0,543988000,USD,0,,,10-K,2014-12-31,4,2014,,,-13967328000,146748000,,2015-02-27,GL,-350163000
0,66998000,0,0,0,499876000,USD,0,,,10-Q,2014-09-30,3,2014,,,-13639190000,132412000,,2014-11-07,GL,0
0,45803000,0,0,0,425425000,USD,0,,,10-Q,2014-06-30,2,2014,,,-13584300000,130923000,,2014-08-08,GL,0
0,40016000,0,0,0,372617000,USD,0,,,10-Q,2014-03-31,1,2014,,,-13147145000,132856000,,2014-05-09,GL,0
-11168000,36943000,1119280000,-535919000,0,331103000,USD,0,,,10-K,2013-12-31,4,2013,,,-12400104000,142817000,,2014-02-28,GL,-614378000
0,38792000,0,0,0,412972000,USD,0,,,10-Q,2013-09-30,3,2013,,,-12335945000,132122000,,2013-11-08,GL,0
0,44937000,0,0,0,388745000,USD,0,,,10-Q,2013-06-30,2,2013,,,-12273149000,133901000,,2013-08-08,GL,0
0,25256000,0,0,0,393870000,USD,0,,,10-Q,2013-03-31,1,2013,,,-13038581000,119632000,,2013-05-09,GL,0
-4667000,61710000,942839000,-269112000,0,383709000,USD,0,,,10-K,2012-12-31,4,2012,,,-12980977000,150987000,,2013-02-28,GL,-698039000
0,298831000,0,0,0,334599000,USD,0,,,10-Q,2012-09-30,3,2012,,,-12259719000,130672000,,2012-11-08,GL,0
0,70666000,0,0,0,308585000,USD,0,,,10-Q,2012-06-30,2,2012,,,-11953906000,128988000,,2012-08-08,GL,0
0,78302000,0,0,0,264429000,USD,0,,,10-Q,2012-03-31,1,2012,,,-11641397000,118677000,,2012-05-09,GL,0
-27929000,396000,1422194000,-492453000,0,-2556000,USD,0,,,10-K,2022-12-31,0,2022,,,-16390894000,739704000,,2023-02-23,GL,-943015000
-38244000,-2684000,1437680000,-523603000,0,13263000,USD,0,,,10-K,2021-12-31,0,2021,,,-20983160000,744959000,,2022-02-24,GL,-913370000
-41756000,18914000,1476434000,-274057000,0,32518000,USD,0,,,10-K,2020-12-31,0,2020,,,-20778838000,731773000,,2021-02-25,GL,-1181730000
-42203000,-45093000,1363874000,-590508000,0,26505000,USD,0,,,10-K,2019-12-31,0,2019,,,-18444674000,760790000,,2020-02-27,GL,-809311000
-45092000,2463000,1276416000,-391520000,0,23382000,USD,0,,,10-K,2018-12-31,0,2018,,,-15696514000,701466000,,2019-03-01,GL,-896223000
-20285000,42400000,1351385000,-453981000,0,7321000,USD,0,,,10-K,2017-12-31,0,2017,,,-16507669000,1454494000,,2018-02-27,GL,-926824000
-25162000,14780000,1398708000,-319791000,0,39902000,USD,0,,,10-K,2016-12-31,0,2016,,,-14705236000,549779000,,2017-02-27,GL,-1062436000
-36957000,-4636000,1121882000,-525705000,0,-199436000,USD,0,,,10-K,2015-12-31,0,2015,,,-13319743000,527100000,,2016-02-26,GL,-633350000
-19367000,29076000,864708000,-499960000,0,212885000,USD,0,,,10-K,2014-12-31,0,2014,,,-13967328000,542939000,,2015-02-27,GL,-350163000
-11168000,-24767000,1119280000,-535919000,0,-52606000,USD,0,,,10-K,2013-12-31,0,2013,,,-12400104000,528472000,,2014-02-28,GL,-614378000
-4667000,-22403000,942839000,-269112000,0,130160000,USD,0,,,10-K,2012-12-31,0,2012,,,-12980977000,529324000,,2013-02-28,GL,-698039000
-5386000,-281566000,859464000,-824485000,0,23230000,USD,0,,,10-K,2011-12-31,0,2011,,,-11530498000,517885000,,2012-02-28,GL,-312133000
-62351000,133761000,1028593000,-329621000,0,33085000,USD,0,,,10-K,2010-12-31,0,2010,,,-13799655000,517064000,,2011-02-28,GL,-557641000
-6499000,185518000,976113000,148438000,0,45550000,USD,0,,,10-K,2009-12-31,0,2009,,,-13114100000,404953000,,2010-02-26,GL,-937099000
0,26302000,730611000,-261258000,0,54934000,USD,0,,,10-K,2008-12-31,0,2008,,,-11065724000,452259000,,2009-02-27,GL,-432248000
0,3382000,849997000,-346754000,0,17941000,USD,0,,,10-K,2007-12-31,0,2007,,,-12303963000,527535000,,2008-02-29,GL,-502596000
0,-2581000,865587000,-347567000,0,11547000,USD,0,,,10-K,2006-12-31,0,2006,,,-12059959000,518631000,,2007-03-01,GL,-520601000
0,8597000,857457000,-349853000,0,-6138000,USD,0,,,10-K,2005-12-31,0,2005,,,-11840649000,495390000,,2006-03-06,GL,-498958000
0,-2008000,767100000,-269900000,0,-7328000,USD,4800000,,,10-K,2004-12-31,0,2004,,,-8924900000,468600000,,2005-03-15,GL,-499200000
0,5527000,740474000,-135264000,0,10309000,USD,4814000,,,10-K,2003-12-31,0,2003,,,-8046409000,430141000,,2004-03-15,GL,-599683000
0,3467000,650812000,-178793000,0,2870000,USD,5218000,,,10K,2002-12-31,0,2002,,,-7121356000,383433000,,2003-03-24,GL,-468552000
0,-31375000,662413000,-251037000,0,-7411000,USD,5822000,,,10K,2001-12-31,0,2001,,,-6460777000,356513000,,2002-03-22,GL,-442751000
0,20648000,532774000,-268418000,0,21502000,USD,6859000,,,10K,2000-12-31,0,2000,,,-5834953000,362035000,,2001-03-26,GL,-243708000
0,9521000,511613000,-114916000,0,-76821000,USD,8840000,,,10K,1999-12-31,0,1999,,,-5468764000,273956000,,2000-03-23,GL,-387176000
0,-1269000,250066000,13284000,0,0,USD,109759000,,,10-K405,1999-12-31,0,1999,,,1526805000,132497000,,2000-03-10,AVB,-264619000
0,8890000,191229000,433702000,0,0,USD,78359000,,,10-K,1998-12-31,0,1998,,,1465098000,68560000,,1999-03-31,AVB,-619229000
-598000000,-13000000,2533000000,-1340000000,461000000,779000000,USD,954000000,,,10-K,2022-12-31,0,2022,,,7415000000,2462000000,,2023-02-23,ETN,-1201000000
-575000000,-534000000,2163000000,-535000000,860000000,393000000,USD,922000000,,,10-K,2021-12-31,0,2021,,,7334000000,2144000000,,2022-02-23,ETN,-1764000000
-389000000,511000000,2944000000,-3258000000,-696000000,-533000000,USD,811000000,,,10-K,2020-12-31,0,2020,,,6380000000,1410000000,,2021-02-24,ETN,397000000
-587000000,151000000,3451000000,-1494000000,20000000,-421000000,USD,884000000,,,10-K,2019-12-31,0,2019,,,7213000000,2211000000,,2020-02-26,ETN,-1866000000
-565000000,-655000000,2658000000,-2581000000,165000000,-85000000,USD,903000000,,,10-K,2018-12-31,0,2018,,,6574000000,2145000000,,2019-02-27,ETN,-398000000
-520000000,349000000,2666000000,-2442000000,366000000,383000000,USD,914000000,,,10-K,2017-12-31,0,2017,,,5977000000,2985000000,,2018-02-28,ETN,-217000000
-497000000,301000000,2552000000,-1720000000,-69000000,81000000,USD,929000000,,,10-K,2016-12-31,0,2016,,,7150000000,1922000000,,2017-02-22,ETN,-529000000
-506000000,-581000000,2371000000,-2267000000,-105000000,-188000000,USD,925000000,,,10-K,2015-12-31,0,2015,,,7635000000,1979000000,,2016-02-24,ETN,-575000000
-632000000,-683000000,1878000000,-2130000000,46000000,19000000,USD,983000000,,,10-K,2014-12-31,0,2014,,,7622000000,1793000000,,2015-02-26,ETN,143000000
-614000000,605000000,2285000000,-1736000000,33000000,138000000,USD,997000000,,,10-K,2013-12-31,0,2013,,,7425000000,1861000000,,2014-02-26,ETN,-202000000
-593000000,20000000,1664000000,5480000000,648000000,1066000000,USD,598000000,,,10-K,2012-12-31,0,2012,,,9297000000,1217000000,,2013-02-28,ETN,-6972000000
-568000000,-87000000,1248000000,-381000000,137000000,205000000,USD,556000000,,,10-K,2011-12-31,0,2011,,,2490000000,1350000000,,2012-02-24,ETN,-800000000
-394000000,398000000,1282000000,-261000000,238000000,340000000,USD,551000000,,,10-K,2010-12-31,0,2010,,,2058000000,929000000,,2011-02-25,ETN,-1012000000
-195000000,243000000,1408000000,-1061000000,-228000000,-396000000,USD,573000000,,,10-K,2009-12-31,0,2009,,,2545000000,383000000,,2010-02-26,ETN,-225000000
-448000000,-116000000,1416000000,1829000000,71000000,87000000,USD,592000000,,,10-K,2008-12-31,0,2008,,,3564000000,1058000000,,2009-02-27,ETN,-3199000000
0,-139000000,1161000000,327000000,190000000,280000000,USD,469000000,,,10-K,2007-12-31,0,2007,,,2632000000,994000000,,2008-02-29,ETN,-1460000000
0,449000000,1431000000,-416000000,194000000,143000000,USD,434000000,,,10-K,2006-12-31,0,2006,,,1666000000,950000000,,2007-02-28,ETN,-1011000000
0,40000000,1135000000,158000000,133000000,173000000,USD,409000000,,,10-K,2005-12-31,0,2005,,,2013000000,805000000,,2006-03-10,ETN,-1268000000
0,-569000000,838000000,-481000000,245000000,422000000,USD,400000000,,,10-K,2004-12-31,0,2004,,,1385000000,648000000,,2005-03-11,ETN,-333000000
0,437000000,874000000,81000000,23000000,158000000,USD,394000000,,,10-K,2003-12-31,0,2003,,,963000000,386000000,,2004-03-12,ETN,-969000000
0,117000000,900000000,-522000000,17000000,-38000000,USD,376000000,,,10K,2002-12-31,0,2002,,,1542000000,281000000,,2003-03-21,ETN,-415000000
0,185000000,765000000,-676000000,-191000000,-149000000,USD,449000000,,,10K,2001-12-31,0,2001,,,1957000000,169000000,,2002-03-21,ETN,-59000000
0,-39000000,519000000,-388000000,-93000000,-48000000,USD,462000000,,,10K,2000-12-31,0,2000,,,2671000000,453000000,,2001-03-06,ETN,-24000000
0,43000000,682000000,957000000,258000000,382000000,USD,441000000,,,10K,1999-12-31,0,1999,,,2529000000,617000000,,2000-03-28,ETN,-1638000000
0,122000000,642000000,-334000000,707000000,885000000,USD,331000000,,,10-K/A,1998-12-31,0,1998,,,1286000000,349000000,,1999-05-11,ETN,-281000000
-126000000,524000000,335000000,-279000000,3604000000,4239000000,USD,238000000,,,10-Q,2023-03-31,1,2023,,,7500000000,638000000,,2023-05-02,ETN,-123000000
-209000000,555000000,1187000000,-894000000,3430000000,4076000000,USD,238000000,,,10-K,2022-12-31,4,2022,,,7415000000,722000000,,2023-02-23,ETN,-218000000
-135000000,518000000,965000000,-938000000,3428000000,3816000000,USD,237000000,,,10-Q,2022-09-30,3,2022,,,7712000000,607000000,,2022-11-01,ETN,-160000000
-139000000,623000000,339000000,-160000000,3445000000,3837000000,USD,235000000,,,10-Q,2022-06-30,2,2022,,,8295000000,601000000,,2022-08-02,ETN,-61000000
-115000000,505000000,42000000,652000000,3317000000,3667000000,USD,244000000,,,10-Q,2022-03-31,1,2022,,,8397000000,532000000,,2022-05-03,ETN,-762000000
-163000000,568000000,795000000,-701000000,2969000000,3297000000,USD,238000000,,,10-K,2021-12-31,4,2021,,,7334000000,551000000,,2022-02-23,ETN,-76000000
-140000000,660000000,471000000,3619000000,2802000000,3393000000,USD,247000000,,,10-Q,2021-09-30,3,2021,,,7772000000,629000000,,2021-11-02,ETN,-6171000000
-153000000,540000000,637000000,-1578000000,2668000000,3341000000,USD,229000000,,,10-Q,2021-06-30,2,2021,,,10926000000,506000000,,2021-08-03,ETN,2282000000
-119000000,1299000000,260000000,-1875000000,2399000000,3065000000,USD,208000000,,,10-Q,2021-03-31,1,2021,,,8254000000,458000000,,2021-05-04,ETN,2201000000
-98000000,1102000000,943000000,-639000000,2109000000,2904000000,USD,208000000,,,10-K,2020-12-31,4,2020,,,6380000000,475000000,,2021-02-24,ETN,-312000000
-89000000,763000000,921000000,-585000000,2096000000,2876000000,USD,206000000,,,10-Q,2020-09-30,3,2020,,,6900000000,446000000,,2020-11-03,ETN,-191000000
-90000000,496000000,757000000,-504000000,2138000000,2647000000,USD,198000000,,,10-Q,2020-06-30,2,2020,,,7245000000,51000000,,2020-07-29,ETN,-200000000
-112000000,417000000,323000000,-1530000000,2346000000,2951000000,USD,199000000,,,10-Q,2020-03-31,1,2020,,,7496000000,438000000,,2020-04-30,ETN,1100000000
-587000000,591000000,3451000000,-1494000000,2805000000,3437000000,USD,884000000,,,10-K,2019-12-31,4,2019,,,7213000000,452000000,,2020-02-26,ETN,-1866000000
0,830000000,0,0,2901000000,3787000000,USD,0,,,10-Q,2019-09-30,3,2019,,,6697000000,601000000,,2019-10-29,ETN,0
0,797000000,0,0,2853000000,3944000000,USD,0,,,10-Q,2019-06-30,2,2019,,,6757000000,636000000,,2019-07-30,ETN,0
0,446000000,0,0,2897000000,3865000000,USD,0,,,10-Q,2019-03-31,1,2019,,,6583000000,522000000,,2019-04-30,ETN,0
-565000000,440000000,2658000000,-2581000000,2785000000,3858000000,USD,903000000,,,10-K,2018-12-31,4,2018,,,6574000000,631000000,,2019-02-27,ETN,-398000000
0,505000000,0,0,2835000000,4027000000,USD,0,,,10-Q,2018-09-30,3,2018,,,6240000000,416000000,,2018-10-30,ETN,0
0,492000000,0,0,2753000000,4092000000,USD,0,,,10-Q,2018-06-30,2,2018,,,6617000000,610000000,,2018-07-31,ETN,0
0,827000000,0,0,2745000000,4005000000,USD,0,,,10-Q,2018-03-31,1,2018,,,6498000000,488000000,,2018-05-01,ETN,0
-520000000,1095000000,2666000000,-2442000000,2620000000,3943000000,USD,914000000,,,10-K,2017-12-31,4,2017,,,5977000000,639000000,,2018-02-28,ETN,-217000000
0,1634000000,0,0,2457000000,3962000000,USD,0,,,10-Q,2017-09-30,3,2017,,,6742000000,1399000000,,2017-10-31,ETN,0
-791000000,-1159000000,4463000000,-2068000000,-335000000,-1958000000,USD,780000000,,,10-K,2022-10-31,0,2022,,,5699000000,3203000000,,2022-12-06,HPQ,-3549000000
-582000000,-834000000,6409000000,-5962000000,1967000000,406000000,USD,785000000,,,10-K,2021-10-31,0,2021,,,2101000000,6503000000,,2021-12-09,HPQ,-1012000000
-580000000,601000000,4316000000,-2973000000,229000000,-496000000,USD,789000000,,,10-K,2020-10-31,0,2020,,,-25000000,2844000000,,2020-12-10,HPQ,-1016000000
-671000000,-1340000000,4654000000,-4845000000,-328000000,936000000,USD,744000000,,,10-K,2019-10-31,0,2019,,,-367000000,3152000000,,2019-12-12,HPQ,-438000000
-546000000,-2269000000,4528000000,-5643000000,276000000,841000000,USD,528000000,,,10-K,2018-10-31,0,2018,,,-1335000000,5327000000,,2018-12-13,HPQ,-716000000
-402000000,1858000000,3677000000,-1251000000,1302000000,553000000,USD,354000000,,,10-K,2017-10-31,0,2017,,,-1551000000,2526000000,,2017-12-14,HPQ,-1717000000
-433000000,-11145000000,3230000000,-14423000000,-2001000000,-14902000000,USD,332000000,,,10-K,2016-10-31,0,2016,,,-539000000,2496000000,,2016-12-15,HPQ,48000000
-3603000000,2300000000,6490000000,1344000000,70000000,186000000,USD,4061000000,,,10-K,2015-10-31,0,2015,,,3705000000,4554000000,,2015-12-16,HPQ,-5534000000
-3853000000,2970000000,12333000000,-6571000000,369000000,-2699000000,USD,4334000000,,,10-K,2014-10-31,0,2014,,,703000000,5013000000,,2014-12-18,HPQ,-2792000000
-3199000000,862000000,11608000000,-7943000000,-271000000,-1482000000,USD,4611000000,,,10-K,2013-10-31,0,2013,,,6883000000,5113000000,,2013-12-30,HPQ,-2803000000
-3706000000,3258000000,10571000000,-3860000000,-1173000000,-1122000000,USD,5095000000,,,10-K,2012-10-31,0,2012,,,14105000000,-12650000000,,2012-12-27,HPQ,-3453000000
-4539000000,-2891000000,12639000000,-1566000000,1024000000,-942000000,USD,4984000000,,,10-K,2011-10-31,0,2011,,,19105000000,7074000000,,2011-12-14,HPQ,-13959000000
